rfc_number	title	status	abstract	url
4728	The Dynamic Source Routing Protocol (DSR) for Mobile Ad Hoc Networks for IPv4	exp	The Dynamic Source Routing protocol (DSR) is a simple and efficient routing protocol designed specifically for use in multi-hop wireless ad hoc networks of mobile nodes.  DSR allows the network to be completely self-organizing and self-configuring, without the need for any existing network infrastruc	https://www.rfc-editor.org/rfc/rfc4728
4729	A Uniform Resource Name (URN) Namespace for  the Near Field Communication (NFC) Forum	inf	This document describes the Namespace Identifier (NID) for Uniform Resource Name (URN) resources published by the Near Field Communication (NFC) Forum.  The NFC Forum defines and manages resources that utilize this URN identification model.  Management activities for these and other resource types ar	https://www.rfc-editor.org/rfc/rfc4729
4730	A Session Initiation Protocol (SIP) Event Package for Key Press Stimulus (KPML)	ps	"This document describes a SIP Event Package ""kpml"" that enables monitoring of Dual Tone Multi-Frequency (DTMF) signals and uses Extensible Markup Language (XML) documents referred to as Key Press Markup Language (KPML).  The kpml Event Package may be used to support applications consistent with the p"	https://www.rfc-editor.org/rfc/rfc4730
4731	IMAP4 Extension to SEARCH Command for Controlling What Kind of Information Is Returned	ps	This document extends IMAP (RFC 3501) SEARCH and UID SEARCH commands with several result options, which can control what kind of information is returned.  The following result options are defined: minimal value, maximal value, all found messages, and number of found messages. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc4731
4732	Internet Denial-of-Service Considerations	inf	This document provides an overview of possible avenues for denial-of-service (DoS) attack on Internet systems.  The aim is to encourage protocol designers and network engineers towards designs that are more robust.  We discuss partial solutions that reduce the effectiveness of attacks, and how some s	https://www.rfc-editor.org/rfc/rfc4732
4733	RTP Payload for DTMF Digits, Telephony Tones, and Telephony Signals	ps	This memo describes how to carry dual-tone multifrequency (DTMF) signalling, other tone signals, and telephony events in RTP packets. It obsoletes RFC 2833.   This memo captures and expands upon the basic framework defined in RFC 2833, but retains only the most basic event codes. It sets up an IANA r	https://www.rfc-editor.org/rfc/rfc4733
4734	Definition of Events for Modem, Fax, and Text Telephony Signals	ps	This memo updates RFC 4733 to add event codes for modem, fax, and text telephony signals when carried in the telephony event RTP payload.  It supersedes the assignment of event codes for this purpose in RFC 2833, and therefore obsoletes that part of RFC 2833. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc4734
4735	Example Media Types for Use in Documentation	ps	This document is registration for the 'example' media type and 'example' subtypes within the standards tree.  The 'example/*' and '*/example' media types are defined for documentation purposes only. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc4735
4736	Reoptimization of Multiprotocol Label Switching (MPLS) Traffic Engineering (TE) Loosely Routed Label Switched Path (LSP)	inf	This document defines a mechanism for the reoptimization of loosely routed MPLS and GMPLS (Generalized Multiprotocol Label Switching) Traffic Engineering (TE) Label Switched Paths (LSPs) signaled with Resource Reservation Protocol Traffic Engineering (RSVP-TE).  This document proposes a mechanism tha	https://www.rfc-editor.org/rfc/rfc4736
4737	Packet Reordering Metrics	ps	This memo defines metrics to evaluate whether a network has maintained packet order on a packet-by-packet basis.  It provides motivations for the new metrics and discusses the measurement issues, including the context information required for all metrics.  The memo first defines a reordered singleton	https://www.rfc-editor.org/rfc/rfc4737
4738	MIKEY-RSA-R: An Additional Mode of Key Distribution in Multimedia Internet KEYing (MIKEY)	ps	The Multimedia Internet Keying (MIKEY) specification describes several modes of key distribution solution that address multimedia scenarios (e.g., SIP calls and Real Time Streaming Protocol (RTSP) sessions) using pre-shared keys, public keys, and optionally a Diffie-Hellman key exchange.  In the publ	https://www.rfc-editor.org/rfc/rfc4738
4739	Multiple Authentication Exchanges in the Internet Key Exchange (IKEv2) Protocol	exp	The Internet Key Exchange (IKEv2) protocol supports several mechanisms for authenticating the parties, including signatures with public-key certificates, shared secrets, and Extensible Authentication Protocol (EAP) methods.  Currently, each endpoint uses only one of these mechanisms to authenticate i	https://www.rfc-editor.org/rfc/rfc4739
4740	Diameter Session Initiation Protocol (SIP) Application	ps	This document specifies the Diameter Session Initiation Protocol (SIP) application.  This is a Diameter application that allows a Diameter client to request authentication and authorization information.  This application is designed to be used in conjunction with SIP and provides a Diameter client co	https://www.rfc-editor.org/rfc/rfc4740
4741	NETCONF Configuration Protocol	ps	The Network Configuration Protocol (NETCONF) defined in this document provides mechanisms to install, manipulate, and delete the configuration of network devices.  It uses an Extensible Markup Language (XML)-based data encoding for the configuration data as well as the protocol messages.  The NETCONF	https://www.rfc-editor.org/rfc/rfc4741
4742	Using the NETCONF Configuration Protocol over Secure SHell (SSH)	ps	This document describes a method for invoking and running the Network Configuration Protocol (NETCONF) within a Secure Shell (SSH) session as an SSH subsystem. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc4742
4743	Using NETCONF over the Simple Object Access Protocol (SOAP)	hist	The Network Configuration Protocol (NETCONF) is applicable to a wide range of devices in a variety of environments.  Web Services is one such environment and is presently characterized by the use of the Simple Object Access Protocol (SOAP).  NETCONF finds many benefits in this environment: from the r	https://www.rfc-editor.org/rfc/rfc4743
4744	Using the NETCONF Protocol over the Blocks Extensible Exchange Protocol (BEEP)	hist	This document specifies an application protocol mapping for the Network Configuration Protocol (NETCONF) over the Blocks Extensible Exchange Protocol (BEEP). [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc4744
4745	Common Policy: A Document Format for Expressing Privacy Preferences	ps	This document defines a framework for authorization policies controlling access to application-specific data.  This framework combines common location- and presence-specific authorization aspects.  An XML schema specifies the language in which common policy rules are represented.  The common policy f	https://www.rfc-editor.org/rfc/rfc4745
4746	Extensible Authentication Protocol (EAP) Password Authenticated Exchange	inf	This document defines an Extensible Authentication Protocol (EAP) method called EAP-PAX (Password Authenticated eXchange).  This method is a lightweight shared-key authentication protocol with optional support for key provisioning, key management, identity protection, and authenticated data exchange.	https://www.rfc-editor.org/rfc/rfc4746
4747	The Virtual Fabrics MIB	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in the Internet community.  In particular, it describes managed objects for information related to the Fibre Channel network's Virtual Fabrics function. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc4747
4748	RFC 3978 Update to Recognize the IETF Trust	bcp	"This document updates RFC 3978 ""IETF Rights in Contributions"" to recognize that the IETF Trust is now the proper custodian of all IETF-related intellectual property rights.   This document does not constrain how the IETF Trust exercises those rights. This document specifies an Internet Best Current P"	https://www.rfc-editor.org/rfc/rfc4748
4749	RTP Payload Format for the G.729.1 Audio Codec	ps	This document specifies a Real-time Transport Protocol (RTP) payload format to be used for the International Telecommunication Union (ITU-T) G.729.1 audio codec.  A media type registration is included for this payload format. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc4749
4750	OSPF Version 2 Management Information Base	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in TCP/IP-based internets. In particular, it defines objects for managing version 2 of the Open Shortest Path First Routing Protocol. Version 2 of the OSPF protocol is specific to the IPv4 a	https://www.rfc-editor.org/rfc/rfc4750
4752	"The Kerberos V5 (""GSSAPI"") Simple Authentication and Security Layer (SASL) Mechanism"	ps	The Simple Authentication and Security Layer (SASL) is a framework for adding authentication support to connection-based protocols. This document describes the method for using the Generic Security Service Application Program Interface (GSS-API) Kerberos V5 in the SASL.   This document replaces Secti	https://www.rfc-editor.org/rfc/rfc4752
4753	ECP Groups For IKE and IKEv2	inf	This document describes new Elliptic Curve Cryptography (ECC) groups for use in the Internet Key Exchange (IKE) and Internet Key Exchange version 2 (IKEv2) protocols in addition to previously defined groups.  Specifically, the new curve groups are based on modular arithmetic rather than binary arithm	https://www.rfc-editor.org/rfc/rfc4753
4755	IP over InfiniBand: Connected Mode	ps	This document specifies transmission of IPv4/IPv6 packets and address resolution over the connected modes of InfiniBand. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc4755
4756	Forward Error Correction Grouping Semantics in Session Description Protocol	ps	"This document defines the semantics that allow for grouping of Forward Error Correction (FEC) streams with the protected payload streams in Session Description Protocol (SDP).  The semantics defined in this document are to be used with ""Grouping of Media Lines in the Session Description Protocol"" (RF"	https://www.rfc-editor.org/rfc/rfc4756
4757	The RC4-HMAC Kerberos Encryption Types Used by Microsoft Windows	hist	The Microsoft Windows 2000 implementation of Kerberos introduces a new encryption type based on the RC4 encryption algorithm and using an MD5 HMAC for checksum. This is offered as an alternative to using the existing DES-based encryption types.   The RC4-HMAC encryption types are used to ease upgrade	https://www.rfc-editor.org/rfc/rfc4757
4758	Cryptographic Token Key Initialization Protocol (CT-KIP) Version 1.0 Revision 1	inf	This document constitutes Revision 1 of Cryptographic Token Key Initialization Protocol (CT-KIP) Version 1.0 from RSA Laboratories' One-Time Password Specifications (OTPS) series. The body of this document, except for the intellectual property considerations section, is taken from the CT-KIP Version 	https://www.rfc-editor.org/rfc/rfc4758
4759	"The ENUM Dip Indicator Parameter for the ""tel"" URI"	ps	"This document defines a new parameter ""enumdi"" for the ""tel"" Uniform Resource Identifier (URI) to support the handling of ENUM queries in Voice over Internet Protocol (VoIP) network elements.  A VoIP network element may receive a URI containing an E.164 number, where that URI contains an ""enumdi"" par"	https://www.rfc-editor.org/rfc/rfc4759
4760	Multiprotocol Extensions for BGP-4	ds	This document defines extensions to BGP-4 to enable it to carry routing information for multiple Network Layer protocols (e.g., IPv6, IPX, L3VPN, etc.).  The extensions are backward compatible - a router that supports the extensions can interoperate with a router that doesn't support the extensions. 	https://www.rfc-editor.org/rfc/rfc4760
4761	Virtual Private LAN Service (VPLS) Using BGP for Auto-Discovery and Signaling	ps	Virtual Private LAN Service (VPLS), also known as Transparent LAN Service and Virtual Private Switched Network service, is a useful Service Provider offering. The service offers a Layer 2 Virtual Private Network (VPN); however, in the case of VPLS, the customers in the VPN are connected by a multipoi	https://www.rfc-editor.org/rfc/rfc4761
4762	Virtual Private LAN Service (VPLS) Using Label Distribution Protocol (LDP) Signaling	ps	This document describes a Virtual Private LAN Service (VPLS) solution using pseudowires, a service previously implemented over other tunneling technologies and known as Transparent LAN Services (TLS). A VPLS creates an emulated LAN segment for a given set of users; i.e., it creates a Layer 2 broadcas	https://www.rfc-editor.org/rfc/rfc4762
4763	Extensible Authentication Protocol Method for Shared-secret Authentication and Key Establishment (EAP-SAKE)	inf	This document specifies an Extensible Authentication Protocol (EAP) mechanism for Shared-secret Authentication and Key Establishment (SAKE).  This RFC is published as documentation for the IANA assignment of an EAP Type for a vendor's EAP method per RFC 3748.  The specification has passed Designated 	https://www.rfc-editor.org/rfc/rfc4763
4764	The EAP-PSK Protocol: A Pre-Shared Key Extensible Authentication Protocol (EAP) Method	exp	This document specifies EAP-PSK, an Extensible Authentication Protocol (EAP) method for mutual authentication and session key derivation using a Pre-Shared Key (PSK).  EAP-PSK provides a protected communication channel when mutual authentication is successful for both parties to communicate over.  Th	https://www.rfc-editor.org/rfc/rfc4764
4765	The Intrusion Detection Message Exchange Format (IDMEF)	exp	The purpose of the Intrusion Detection Message Exchange Format (IDMEF) is to define data formats and exchange procedures for sharing information of interest to intrusion detection and response systems and to the management systems that may need to interact with them.   This document describes a data 	https://www.rfc-editor.org/rfc/rfc4765
4766	Intrusion Detection Message Exchange Requirements	inf	The purpose of the Intrusion Detection Exchange Format Working Group (IDWG) is to define data formats and exchange procedures for sharing information of interest to intrusion detection and response systems and to the management systems that may need to interact with them.  This document describes the	https://www.rfc-editor.org/rfc/rfc4766
4767	The Intrusion Detection Exchange Protocol (IDXP)	exp	This memo describes the Intrusion Detection Exchange Protocol (IDXP), an application-level protocol for exchanging data between intrusion detection entities.  IDXP supports mutual-authentication, integrity, and confidentiality over a connection-oriented protocol.  The protocol provides for the exchan	https://www.rfc-editor.org/rfc/rfc4767
4768	Desired Enhancements to Generic Security Services Application Program Interface (GSS-API) Version 3 Naming	inf	The Generic Security Services API (GSS-API) provides a naming architecture that supports name-based authorization.  GSS-API authenticates two named parties to each other.  Names can be stored on access control lists (ACLs) to make authorization decisions.  Advances in security mechanisms and the way 	https://www.rfc-editor.org/rfc/rfc4768
4769	IANA Registration for an Enumservice Containing Public Switched Telephone Network (PSTN) Signaling Information	ps	"This document registers the Enumservice type ""pstn"" and subtype ""tel"" using the URI scheme 'tel', as well as the subtype ""sip"" using the URI scheme 'sip' as per the IANA registration process defined in the ENUM specification, RFC 3761.  This Enumservice is used to facilitate the routing of telephone "	https://www.rfc-editor.org/rfc/rfc4769
4771	Integrity Transform Carrying Roll-Over Counter for the Secure Real-time Transport Protocol (SRTP)	ps	This document defines an integrity transform for Secure Real-time Transport Protocol (SRTP; see RFC 3711), which allows the roll-over counter (ROC) to be transmitted in SRTP packets as part of the authentication tag.  The need for sending the ROC in SRTP packets arises in situations where the receive	https://www.rfc-editor.org/rfc/rfc4771
4772	Security Implications of Using the Data Encryption Standard (DES)	inf	The Data Encryption Standard (DES) is susceptible to brute-force attacks, which are well within the reach of a modestly financed adversary.  As a result, DES has been deprecated, and replaced by the Advanced Encryption Standard (AES).  Nonetheless, many applications continue to rely on DES for securi	https://www.rfc-editor.org/rfc/rfc4772
4773	Administration of the IANA Special Purpose IPv6 Address Block	inf	This is a direction to IANA concerning the management of the IANA Special Purpose IPv6 address assignment registry.  This memo provides information for the Internet community.	https://www.rfc-editor.org/rfc/rfc4773
4774	Specifying Alternate Semantics for the Explicit Congestion Notification (ECN) Field	bcp	There have been a number of proposals for alternate semantics for the Explicit Congestion Notification (ECN) field in the IP header RFC 3168.  This document discusses some of the issues in defining alternate semantics for the ECN field, and specifies requirements for a safe coexistence in an Internet	https://www.rfc-editor.org/rfc/rfc4774
4775	Procedures for Protocol Extensions and Variations	bcp	This document discusses procedural issues related to the extensibility of IETF protocols, including when it is reasonable to extend IETF protocols with little or no review, and when extensions or variations need to be reviewed by the IETF community. Experience has shown that extension of protocols wi	https://www.rfc-editor.org/rfc/rfc4775
4776	Dynamic Host Configuration Protocol (DHCPv4 and DHCPv6) Option for Civic Addresses Configuration Information	ps	This document specifies a Dynamic Host Configuration Protocol (DHCPv4 and DHCPv6) option containing the civic location of the client or the DHCP server.  The Location Configuration Information (LCI) includes information about the country, administrative units such as states, provinces, and cities, as	https://www.rfc-editor.org/rfc/rfc4776
4777	IBM's iSeries Telnet Enhancements	inf	This document describes the interface to the Telnet server on IBM's iSeries line of midrange business computers. This interface allows Telnet clients to request a Telnet terminal or printer session using specific session attributes related to device names, encryption, language support, auto-sign-on, 	https://www.rfc-editor.org/rfc/rfc4777
4778	Operational Security Current Practices in Internet Service Provider Environments	inf	This document is a survey of the current practices used in today's large ISP operational networks to secure layer 2 and layer 3 infrastructure devices.  The information listed here is the result of information gathered from people directly responsible for defining and implementing secure infrastructu	https://www.rfc-editor.org/rfc/rfc4778
4779	ISP IPv6 Deployment Scenarios in Broadband Access Networks	inf	This document provides a detailed description of IPv6 deployment and integration methods and scenarios in today\'s Service Provider (SP) Broadband (BB) networks in coexistence with deployed IPv4 services.  Cable/HFC, BB Ethernet, xDSL, and WLAN are the main BB technologies that are currently deployed	https://www.rfc-editor.org/rfc/rfc4779
4780	Management Information Base for the Session Initiation Protocol (SIP)	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in the Internet community.  In particular, it describes a set of managed objects that are used to manage Session Initiation Protocol (SIP) entities, which include User Agents, and Proxy, Red	https://www.rfc-editor.org/rfc/rfc4780
4781	Graceful Restart Mechanism for BGP with MPLS	ps	"A mechanism for BGP that helps minimize the negative effects on routing caused by BGP restart has already been developed and is described in a separate document (""Graceful Restart Mechanism for BGP""). This document extends this mechanism to minimize the negative effects on MPLS forwarding caused by t"	https://www.rfc-editor.org/rfc/rfc4781
4782	Quick-Start for TCP and IP	exp	This document specifies an optional Quick-Start mechanism for transport protocols, in cooperation with routers, to determine an allowed sending rate at the start and, at times, in the middle of a data transfer (e.g., after an idle period). While Quick-Start is designed to be used by a range of transp	https://www.rfc-editor.org/rfc/rfc4782
4783	GMPLS - Communication of Alarm Information	ps	This document describes an extension to Generalized MPLS (Multi-Protocol Label Switching) signaling to support communication of alarm information. GMPLS signaling already supports the control of alarm reporting, but not the communication of alarm information. This document presents both a functional 	https://www.rfc-editor.org/rfc/rfc4783
4784	Verizon Wireless Dynamic Mobile IP Key Update for cdma2000(R) Networks	inf	The Verizon Wireless Dynamic Mobile IP Key Update procedure is a mechanism for distributing and updating Mobile IP (MIP) cryptographic keys in cdma2000(R) networks (including High Rate Packet Data, which is often referred to as 1xEV-DO). The Dynamic Mobile IP Key Update (DMU) procedure occurs between	https://www.rfc-editor.org/rfc/rfc4784
4785	Pre-Shared Key (PSK) Ciphersuites with NULL Encryption for Transport Layer Security (TLS)	ps	This document specifies authentication-only ciphersuites (with no encryption) for the Pre-Shared Key (PSK) based Transport Layer Security (TLS) protocol.  These ciphersuites are useful when authentication and integrity protection is desired, but confidentiality is not needed or not permitted. [STANDA	https://www.rfc-editor.org/rfc/rfc4785
4786	Operation of Anycast Services	bcp	As the Internet has grown, and as systems and networked services within enterprises have become more pervasive, many services with high availability requirements have emerged. These requirements have increased the demands on the reliability of the infrastructure on which those services rely.   Variou	https://www.rfc-editor.org/rfc/rfc4786
4787	Network Address Translation (NAT) Behavioral Requirements for Unicast UDP	bcp	This document defines basic terminology for describing different types of Network Address Translation (NAT) behavior when handling Unicast UDP and also defines a set of requirements that would allow many applications, such as multimedia communications or online gaming, to work consistently.  Developi	https://www.rfc-editor.org/rfc/rfc4787
4788	Enhancements to RTP Payload Formats for EVRC Family Codecs	ps	This document updates the Enhanced Variable Rate Codec (EVRC) RTP payload formats defined in RFC 3558 with several enhancements and extensions.  In particular, it defines support for the header-free and interleaved/bundled packet formats for the EVRC-B codec, a new compact bundled format for the EVRC	https://www.rfc-editor.org/rfc/rfc4788
4789	Simple Network Management Protocol (SNMP) over IEEE 802 Networks	ps	This document specifies how Simple Network Management Protocol (SNMP) messages can be transmitted directly over IEEE 802 networks.   This document obsoletes RFC 1089. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc4789
4790	Internet Application Protocol Collation Registry	ps	Many Internet application protocols include string-based lookup, searching, or sorting operations.  However, the problem space for searching and sorting international strings is large, not fully explored, and is outside the area of expertise for the Internet Engineering Task Force (IETF).  Rather tha	https://www.rfc-editor.org/rfc/rfc4790
4791	Calendaring Extensions to WebDAV (CalDAV)	ps	"This document defines extensions to the Web Distributed Authoring and Versioning (WebDAV) protocol to specify a standard way of accessing, managing, and sharing calendaring and scheduling information based on the iCalendar format.  This document defines the ""calendar-access"" feature of CalDAV. [STAND"	https://www.rfc-editor.org/rfc/rfc4791
4792	Encoding Instructions for the Generic String Encoding Rules (GSER)	ps	Abstract Syntax Notation One (ASN.1) defines a general framework for annotating types in an ASN.1 specification with encoding instructions that alter how values of those types are encoded according to ASN.1 encoding rules.  This document defines the supporting notation for encoding instructions that 	https://www.rfc-editor.org/rfc/rfc4792
4793	The EAP Protected One-Time Password Protocol (EAP-POTP)	inf	This document describes a general Extensible Authentication Protocol (EAP) method suitable for use with One-Time Password (OTP) tokens, and offers particular advantages for tokens with direct electronic interfaces to their associated clients.  The method can be used to provide unilateral or mutual au	https://www.rfc-editor.org/rfc/rfc4793
4794	RFC 1264 Is Obsolete	inf	RFC 1264 was written during what was effectively a completely different time in the life of the Internet.  It prescribed rules to protect the Internet against new routing protocols that may have various undesirable properties.  In today's Internet, there are so many other pressures against deploying 	https://www.rfc-editor.org/rfc/rfc4794
4795	Link-local Multicast Name Resolution (LLMNR)	inf	The goal of Link-Local Multicast Name Resolution (LLMNR) is to enable name resolution in scenarios in which conventional DNS name resolution is not possible.  LLMNR supports all current and future DNS formats, types, and classes, while operating on a separate port from DNS, and with a distinct resolv	https://www.rfc-editor.org/rfc/rfc4795
4796	The Session Description Protocol (SDP) Content Attribute	ps	This document defines a new Session Description Protocol (SDP) media- level attribute, 'content'.  The 'content' attribute defines the content of the media stream to a more detailed level than the media description line.  The sender of an SDP session description can attach the 'content' attribute to 	https://www.rfc-editor.org/rfc/rfc4796
4797	Use of Provider Edge to Provider Edge (PE-PE) Generic Routing Encapsulation (GRE) or IP in BGP/MPLS IP Virtual Private Networks	inf	This document describes an implementation strategy for BGP/MPLS IP Virtual Private Networks (VPNs) in which the outermost MPLS label (i.e., the tunnel label) is replaced with either an IP header or an IP header with Generic Routing Encapsulation (GRE).   The implementation strategy described herein e	https://www.rfc-editor.org/rfc/rfc4797
4798	Connecting IPv6 Islands over IPv4 MPLS Using IPv6 Provider Edge Routers (6PE)	ps	This document explains how to interconnect IPv6 islands over a Multiprotocol Label Switching (MPLS)-enabled IPv4 cloud.  This approach relies on IPv6 Provider Edge routers (6PE), which are Dual Stack in order to connect to IPv6 islands and to the MPLS core, which is only required to run IPv4 MPLS.  T	https://www.rfc-editor.org/rfc/rfc4798
4801	Definitions of Textual Conventions for Generalized Multiprotocol Label Switching (GMPLS) Management	ps	This document defines a Management Information Base (MIB) module that contains textual conventions (TCs) to represent commonly used Generalized Multiprotocol Label Switching (GMPLS) management information.  The intent is that these textual conventions will be imported and used in GMPLS-related MIB mo	https://www.rfc-editor.org/rfc/rfc4801
4802	Generalized Multiprotocol Label Switching (GMPLS) Traffic Engineering Management Information Base	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in the Internet community.  In particular, it describes managed objects for Generalized Multiprotocol Label Switching (GMPLS)-based traffic engineering. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc4802
4803	Generalized Multiprotocol Label Switching (GMPLS) Label Switching Router (LSR) Management Information Base	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in the Internet community.  In particular, it describes managed objects to configure and/or monitor a Generalized Multiprotocol Label Switching (GMPLS) Label Switching Router (LSR). [STANDAR	https://www.rfc-editor.org/rfc/rfc4803
4804	Aggregation of Resource ReSerVation Protocol (RSVP) Reservations over MPLS TE/DS-TE Tunnels	ps	RFC 3175 specifies aggregation of Resource ReSerVation Protocol (RSVP) end-to-end reservations over aggregate RSVP reservations.  This document specifies aggregation of RSVP end-to-end reservations over MPLS Traffic Engineering (TE) tunnels or MPLS Diffserv-aware MPLS Traffic Engineering (DS-TE) tunn	https://www.rfc-editor.org/rfc/rfc4804
4805	Definitions of Managed Objects for the DS1, J1, E1, DS2, and E2 Interface Types	ps	This memo defines a portion of the Management Information Base (MIB) for use with network management protocols in the Internet community. In particular, it describes objects used for managing DS1, J1, E1, DS2, and E2 interfaces. This document is a companion to the documents that define managed object	https://www.rfc-editor.org/rfc/rfc4805
4806	Online Certificate Status Protocol (OCSP) Extensions to IKEv2	ps	While the Internet Key Exchange Protocol version 2 (IKEv2) supports public key based authentication, the corresponding use of in-band Certificate Revocation Lists (CRL) is problematic due to unbounded CRL size. The size of an Online Certificate Status Protocol (OCSP) response is however well-bounded 	https://www.rfc-editor.org/rfc/rfc4806
4807	IPsec Security Policy Database Configuration MIB	ps	This document defines a Structure of Management Information Version 2 (SMIv2) Management Information Base (MIB) module for configuring the security policy database of a device implementing the IPsec protocol.  The policy-based packet filtering and the corresponding execution of actions described in t	https://www.rfc-editor.org/rfc/rfc4807
4808	Key Change Strategies for TCP-MD5	inf	The TCP-MD5 option is most commonly used to secure BGP sessions between routers.  However, changing the long-term key is difficult, since the change needs to be synchronized between different organizations.  We describe single-ended strategies that will permit (mostly) unsynchronized key changes.  Th	https://www.rfc-editor.org/rfc/rfc4808
4809	Requirements for an IPsec Certificate Management Profile	inf	This informational document describes and identifies the requirements for transactions to handle Public Key Certificate (PKC) lifecycle transactions between Internet Protocol Security (IPsec) Virtual Private Network (VPN) Systems using Internet Key Exchange (IKE) (versions 1 and 2) and Public Key Inf	https://www.rfc-editor.org/rfc/rfc4809
4810	Long-Term Archive Service Requirements	inf	There are many scenarios in which users must be able to prove the existence of data at a specific point in time and be able to demonstrate the integrity of data since that time, even when the duration from time of existence to time of demonstration spans a large period of time.  Additionally, users m	https://www.rfc-editor.org/rfc/rfc4810
4811	OSPF Out-of-Band Link State Database (LSDB) Resynchronization	inf	OSPF is a link-state intra-domain routing protocol used in IP networks. Link State Database (LSDB) synchronization in OSPF is achieved via two methods -- initial LSDB synchronization when an OSPF router has just been connected to the network and asynchronous flooding that ensures continuous LSDB sync	https://www.rfc-editor.org/rfc/rfc4811
4812	OSPF Restart Signaling	inf	OSPF is a link-state intra-domain routing protocol used in IP networks. Routers find new and detect unreachable neighbors via the Hello subprotocol. Hello OSPF packets are also used to ensure two-way connectivity within time. When a router restarts its OSPF software, it may not know its neighbors. If	https://www.rfc-editor.org/rfc/rfc4812
4813	OSPF Link-Local Signaling	exp	OSPF is a link-state intra-domain routing protocol used in IP networks.  OSPF routers exchange information on a link using packets that follow a well-defined format.  The format of OSPF packets is not flexible enough to enable applications to exchange arbitrary data, which may be necessary in certain	https://www.rfc-editor.org/rfc/rfc4813
4814	Hash and Stuffing: Overlooked Factors in Network Device Benchmarking	inf	Test engineers take pains to declare all factors that affect a given measurement, including intended load, packet length, test duration, and traffic orientation.  However, current benchmarking practice overlooks two factors that have a profound impact on test results.  First, existing methodologies d	https://www.rfc-editor.org/rfc/rfc4814
4815	RObust Header Compression (ROHC): Corrections and Clarifications to RFC 3095	ps	RFC 3095 defines the RObust Header Compression (ROHC) framework and profiles for IP (Internet Protocol), UDP (User Datagram Protocol), RTP (Real-Time Transport Protocol), and ESP (Encapsulating Security Payload).  Some parts of the specification are unclear or contain errors that may lead to misinter	https://www.rfc-editor.org/rfc/rfc4815
4816	Pseudowire Emulation Edge-to-Edge (PWE3) Asynchronous Transfer Mode (ATM) Transparent Cell Transport Service	ps	"The document describes a transparent cell transport service that makes use of the ""N-to-one"" cell relay mode for Pseudowire Emulation Edge-to-Edge (PWE3) Asynchronous Transfer-Mode (ATM) cell encapsulation. [STANDARDS-TRACK]"	https://www.rfc-editor.org/rfc/rfc4816
4817	Encapsulation of MPLS over Layer 2 Tunneling Protocol Version 3	ps	The Layer 2 Tunneling Protocol, Version 3 (L2TPv3) defines a protocol for tunneling a variety of payload types over IP networks.  This document defines how to carry an MPLS label stack and its payload over the L2TPv3 data encapsulation.  This enables an application that traditionally requires an MPLS	https://www.rfc-editor.org/rfc/rfc4817
4818	RADIUS Delegated-IPv6-Prefix Attribute	ps	This document defines a RADIUS (Remote Authentication Dial In User Service) attribute that carries an IPv6 prefix that is to be delegated to the user.  This attribute is usable within either RADIUS or Diameter. [STANDARDS-TRACK]	https://www.rfc-editor.org/rfc/rfc4818
4819	Secure Shell Public Key Subsystem	ps	Secure Shell defines a user authentication mechanism that is based on public keys, but does not define any mechanism for key distribution. No common key management solution exists in current implementations. This document describes a protocol that can be used to configure public keys in an implementa	https://www.rfc-editor.org/rfc/rfc4819
4820	Padding Chunk and Parameter for the Stream Control Transmission Protocol (SCTP)	ps	This document defines a padding chunk and a padding parameter and describes the required receiver side procedures.  The padding chunk is used to pad a Stream Control Transmission Protocol (SCTP) packet to an arbitrary size.  The padding parameter is used to pad an SCTP INIT chunk to an arbitrary size	https://www.rfc-editor.org/rfc/rfc4820
4821	Packetization Layer Path MTU Discovery	ps	This document describes a robust method for Path MTU Discovery (PMTUD) that relies on TCP or some other Packetization Layer to probe an Internet path with progressively larger packets.  This method is described as an extension to RFC 1191 and RFC 1981, which specify ICMP-based Path MTU Discovery for 	https://www.rfc-editor.org/rfc/rfc4821
4822	RIPv2 Cryptographic Authentication	ps	This note describes a revision to the RIPv2 Cryptographic Authentication mechanism originally specified in RFC 2082.  This document obsoletes RFC 2082 and updates RFC 2453.  This document adds details of how the SHA family of hash algorithms can be used with RIPv2 Cryptographic Authentication, wherea	https://www.rfc-editor.org/rfc/rfc4822
